,ID,inchikey,sdftitle,SMILES
6288,NCGC00167531-01,GWHQHAUAXRMMOT-RWALOXMOSA-N,NCGC00167531-01,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@@H](O)[C@H](O)C(=O)O
6289,NCGC00017121-01,DNTNDFLIKUKKOC-UHFFFAOYSA-N,NCGC00017121-01,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1.CS(=O)(=O)O
6290,NCGC00167526-01,FSEKIHNIDBATFG-UHFFFAOYSA-N,NCGC00167526-01,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O
6291,NCGC00096014-01,WVYADZUPLLSGPU-UHFFFAOYSA-N,NCGC00096014-01,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
6292,NCGC00185747-01,KUEUWHJGRZKESU-UHFFFAOYSA-N,NCGC00185747-01,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1
6293,NCGC00159509-02,IPVQLZZIHOAWMC-QXKUPLGCSA-N,NCGC00159509-02,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
6294,NCGC00095153-01,VXFJYXUZANRPDJ-WTNASJBWSA-N,NCGC00095153-01,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
6295,NCGC00182079-02,VXFJYXUZANRPDJ-WTNASJBWSA-N,NCGC00182079-02,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
6296,NCGC00182039-01,HHHKFGXWKKUNCY-FHWLQOOXSA-N,NCGC00182039-01,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O
6297,NCGC00015661-02,XLFWDASMENKTKL-UHFFFAOYSA-N,NCGC00015661-02,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1
6298,NCGC00181109-01,JHAYEQICABJSTP-UHFFFAOYSA-N,NCGC00181109-01,CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC
6299,NCGC00015439-06,OFBIFZUFASYYRE-UHFFFAOYSA-N,NCGC00015439-06,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
6300,NCGC00183038-01,NSYZCCDSJNWWJL-YXOIYICCSA-N,NCGC00183038-01,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
6301,NCGC00182063-02,QLTVVOATEHFXLT-UHFFFAOYSA-N,NCGC00182063-02,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1
6302,NCGC00094981-03,SESFRYSPDFLNCH-UHFFFAOYSA-N,NCGC00094981-03,O=C(OCc1ccccc1)c1ccccc1
6303,NCGC00164569-01,GAGWJHPBXLXJQN-UORFTKCHSA-N,NCGC00164569-01,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
6304,NCGC00160591-01,RVYGVBZGSFLJKH-UHFFFAOYSA-N,NCGC00160591-01,CCCCCCOC(=O)c1cccnc1
6305,NCGC00090781-02,MQIUGAXCHLFZKX-UHFFFAOYSA-N,NCGC00090781-02,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
6306,NCGC00179341-02,FELGMEQIXOGIFQ-UHFFFAOYSA-N,NCGC00179341-02,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
6307,NCGC00017325-03,BEJNERDRQOWKJM-UHFFFAOYSA-N,NCGC00017325-03,O=c1cc(CO)occ1O
6308,NCGC00181047-01,BEJNERDRQOWKJM-UHFFFAOYSA-N,NCGC00181047-01,O=c1cc(CO)occ1O
6309,NCGC00016461-01,XJHDMGJURBVLLE-BOCCBSBMSA-N,NCGC00016461-01,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O
6310,NCGC00160358-01,CXSJGNHRBWJXEA-UHFFFAOYSA-N,NCGC00160358-01,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12
6311,NCGC00162267-02,UZHSEJADLWPNLE-GRGSLBFTSA-N,NCGC00162267-02,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
6312,NCGC00162274-02,DQCKKXVULJGBQN-XFWGSAIBSA-N,NCGC00162274-02,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
6313,NCGC00160608-01,UGSLDMJXBQKDCT-WOPDTQHZSA-N,NCGC00160608-01,O=C1CC[C@@H](C(=O)N[C@H]2C[C@@H]2c2ccccc2)N1
6314,NCGC00015547-02,VXMYWVMXSWJFCV-UHFFFAOYSA-N,NCGC00015547-02,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
6315,NCGC00165970-01,HPHUVLMMVZITSG-UHFFFAOYSA-N,NCGC00165970-01,CCC(C(N)=O)N1CCCC1=O
6316,NCGC00160611-01,ZFPGARUNNKGOBB-UHFFFAOYSA-N,NCGC00160611-01,CCN1CCCC1=O
6317,NCGC00015821-02,GMZVRMREEHBGGF-UHFFFAOYSA-N,NCGC00015821-02,NC(=O)CN1CCCC1=O
6318,NCGC00015191-06,WEQAYVWKMWHEJO-UHFFFAOYSA-N,NCGC00015191-06,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
6319,NCGC00015191-07,WEQAYVWKMWHEJO-UHFFFAOYSA-N,NCGC00015191-07,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
6320,NCGC00015989-09,UEJJHQNACJXSKW-UHFFFAOYSA-N,NCGC00015989-09,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
6321,NCGC00167491-01,GOTYRUGSSMKFNF-UHFFFAOYSA-N,NCGC00167491-01,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
6322,NCGC00159357-02,ALARQZQTBTVLJV-UHFFFAOYSA-N,NCGC00159357-02,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
6323,NCGC00159493-02,DDBREPKUVSBGFI-UHFFFAOYSA-N,NCGC00159493-02,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
6324,NCGC00159419-02,FTOAOBMCPZCFFF-UHFFFAOYSA-N,NCGC00159419-02,CCC1(CC)C(=O)NC(=O)NC1=O
6325,NCGC00247712-01,KQPKPCNLIDLUMF-QMMMGPOBSA-N,NCGC00247712-01,C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O
6326,NCGC00181032-01,LEHOTFFKMJEONL-UHFFFAOYSA-N,NCGC00181032-01,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
6327,NCGC00096074-01,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,NCGC00096074-01,CCCC(C)C1(CC)C(=O)N=C(O)NC1=O
6328,NCGC00255949-01,ZZEYCGJAYIHIAZ-UHFFFAOYSA-N,NCGC00255949-01,CC1CN(c2ccccc2)NC1=O
6329,NCGC00095015-01,NRFJZTXWLKPZAV-UHFFFAOYSA-N,NCGC00095015-01,CC(=O)NC1CCSC1=O
6330,NCGC00016568-01,NRFJZTXWLKPZAV-UHFFFAOYSA-N,NCGC00016568-01,CC(=O)NC1CCSC1=O
6331,NCGC00185774-01,QGFORSXNKQLDNO-UHFFFAOYSA-N,NCGC00185774-01,O=C(O)CSCC(=O)NC1CCSC1=O
6332,NCGC00159397-02,ZZOBLCHCPLOXCE-UHFFFAOYSA-N,NCGC00159397-02,Cc1c(I)c(=O)n(-c2ccccc2)n1C
6333,NCGC00016328-01,RLFWWDJHLFCNIJ-UHFFFAOYSA-N,NCGC00016328-01,Cc1c(N)c(=O)n(-c2ccccc2)n1C
6334,NCGC00163241-01,QMGVPVSNSZLJIA-FVWCLLPLSA-N,NCGC00163241-01,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
6335,NCGC00159330-02,HWXIGFIVGWUZAO-UHFFFAOYSA-N,NCGC00159330-02,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
6336,NCGC00016479-06,NWPRCRWQMGIBOT-UHFFFAOYSA-N,NCGC00016479-06,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
6337,NCGC00160501-01,PRFPQYGTPKDLHJ-UHFFFAOYSA-N,NCGC00160501-01,O=C1CCCCC1CN1CCCCC1
6338,NCGC00015116-10,ZXNRTKGTQJPIJK-UHFFFAOYSA-N,NCGC00015116-10,COc1ccc(C(=O)N2CCCC2=O)cc1
6339,NCGC00164465-01,VPRAQYXPZIFIOH-OCCSQVGLSA-N,NCGC00164465-01,C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O
6340,NCGC00016877-01,FSVJFNAIGNNGKK-UHFFFAOYSA-N,NCGC00016877-01,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
6341,NCGC00160680-01,GPIUUMROPXDNRH-RNGGSSJXSA-N,NCGC00160680-01,O=C1NC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1
6342,NCGC00015824-07,SIQPXVQCUCHWDI-UHFFFAOYSA-N,NCGC00015824-07,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21
6343,NCGC00013744-02,PLVRWVNQTYMHQU-UHFFFAOYSA-N,NCGC00013744-02,C1CCNCC1.O=c1[nH]cnc2[nH]cc(CN3CCCCC3)c12
6344,NCGC00015982-05,ZXRVKCBLGJOCEE-UHFFFAOYSA-N,NCGC00015982-05,O=c1[nH]oc2c1CCNC2
6345,NCGC00016605-01,BRZANEXCSZCZCI-UHFFFAOYSA-N,NCGC00016605-01,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C
6346,NCGC00025132-01,TVZCRIROJQEVOT-CABCVRRESA-N,NCGC00025132-01,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O
6347,NCGC00025132-02,TVZCRIROJQEVOT-CABCVRRESA-N,NCGC00025132-02,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O
6348,NCGC00159514-02,BXZVVICBKDXVGW-NKWVEPMBSA-N,NCGC00159514-02,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
6349,NCGC00065890-02,NQDJXKOVJZTUJA-UHFFFAOYSA-N,NCGC00065890-02,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
6350,NCGC00016255-01,MBGGBVCUIVRRBF-UHFFFAOYSA-N,NCGC00016255-01,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
6351,NCGC00025315-01,TZJUVVIWVWFLCD-UHFFFAOYSA-N,NCGC00025315-01,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1
6352,NCGC00015590-03,YEJCDKJIEMIWRQ-UHFFFAOYSA-N,NCGC00015590-03,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
6353,NCGC00160474-01,LQQIVYSCPWCSSD-UHFFFAOYSA-N,NCGC00160474-01,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1
6354,NCGC00091819-02,HUMNYLRZRPPJDN-UHFFFAOYSA-N,NCGC00091819-02,O=Cc1ccccc1
6355,NCGC00183829-01,VMMKGHQPQIEGSQ-UHFFFAOYSA-N,NCGC00183829-01,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
6356,NCGC00159553-01,WZMQMKNCWDCCMT-UHFFFAOYSA-N,NCGC00159553-01,O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O
6357,NCGC00016639-01,HOMGKSMUEGBAAB-UHFFFAOYSA-N,NCGC00016639-01,O=P1(NCCCl)OCCCN1CCCl
6358,NCGC00095135-01,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,NCGC00095135-01,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
6359,NCGC00016741-01,HJLSLZFTEKNLFI-UHFFFAOYSA-N,NCGC00016741-01,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
6360,NCGC00160437-01,UACOQEQOBAQRDQ-UHFFFAOYSA-N,NCGC00160437-01,CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1
6361,NCGC00016572-01,WMPXPUYPYQKQCX-UHFFFAOYSA-N,NCGC00016572-01,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
6362,NCGC00095045-01,GWBPFRGXNGPPMF-UHFFFAOYSA-N,NCGC00095045-01,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1
6363,NCGC00016323-01,XOXHILFPRYWFOD-UHFFFAOYSA-N,NCGC00016323-01,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1
6364,NCGC00016324-01,VLYWMPOKSSWJAL-UHFFFAOYSA-N,NCGC00016324-01,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
6365,NCGC00016408-01,GECHUMIMRBOMGK-UHFFFAOYSA-N,NCGC00016408-01,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
6366,NCGC00090903-01,NCEXYHBECQHGNR-QZQOTICOSA-N,NCGC00090903-01,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
6367,NCGC00181118-01,KWXCNODTHBHSIQ-UHFFFAOYSA-N,NCGC00181118-01,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1Br
6368,NCGC00016386-01,QPPBRPIAZZHUNT-UHFFFAOYSA-N,NCGC00016386-01,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
6369,NCGC00016530-01,GPTONYMQFTZPKC-UHFFFAOYSA-N,NCGC00016530-01,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
6370,NCGC00016305-01,SEEPANYCNGTZFQ-UHFFFAOYSA-N,NCGC00016305-01,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
6371,NCGC00016309-02,JNMRHUJNCSQMMB-UHFFFAOYSA-N,NCGC00016309-02,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
6372,NCGC00160375-01,ALXRUJOUFGNSHT-UHFFFAOYSA-N,NCGC00160375-01,O=C(O)C=CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
6373,NCGC00016367-01,SKVLYVHULOWXTD-UHFFFAOYSA-N,NCGC00016367-01,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
6374,NCGC00016337-02,PBMSWVPMRUJMPE-UHFFFAOYSA-N,NCGC00016337-02,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
6375,NCGC00016612-01,PJSFRIWCGOHTNF-UHFFFAOYSA-N,NCGC00016612-01,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
6376,NCGC00160653-02,LZCBNYVJTNCPDR-UHFFFAOYSA-N,NCGC00160653-02,COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1
6377,NCGC00165787-02,IULOBWFWYDMECP-UHFFFAOYSA-N,NCGC00165787-02,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1
6378,NCGC00166262-01,UVCJGUGAGLDPAA-UHFFFAOYSA-N,NCGC00166262-01,O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1
6379,NCGC00016871-01,RTCDDYYZMGGHOE-BJRDGYLYSA-N,NCGC00016871-01,NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C(O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
6380,NCGC00166210-01,LJRDOKAZOAKLDU-UDXJMMFXSA-N,NCGC00166210-01,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
6381,NCGC00016758-01,RTEVGQJRTFFMLL-UHFFFAOYSA-N,NCGC00016758-01,N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1.O=S(=O)(O)O
6382,NCGC00160671-01,AQONYROJHRNYQQ-QMAPKBLTSA-N,NCGC00160671-01,NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)N=C(N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O.O=S(=O)(O)O
6383,NCGC00016792-01,OOYGSFOGFJDDHP-KMCOLRRFSA-N,NCGC00016792-01,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
6384,NCGC00159339-02,QTENRWWVYAAPBI-YCRXJPFRSA-N,NCGC00159339-02,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
6385,NCGC00016869-01,CIKNYWFPGZCHDL-UYIUNSPHSA-N,NCGC00016869-01,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
6386,NCGC00016714-01,OTVAEFIXJLOWRX-NXEZZACHSA-N,NCGC00016714-01,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1
6387,NCGC00015919-04,ZBMZVLHSJCTVON-UHFFFAOYSA-N,NCGC00015919-04,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
6388,NCGC00182082-02,CXGTZJYQWSUFET-LJQANCHMSA-N,NCGC00182082-02,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O
6389,NCGC00090905-06,COVZYZSDYWQREU-UHFFFAOYSA-N,NCGC00090905-06,CS(=O)(=O)OCCCCOS(C)(=O)=O
6390,NCGC00095176-03,YFGHCGITMMYXAQ-UHFFFAOYSA-N,NCGC00095176-03,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
6391,NCGC00160444-01,NENBAISIHCWPKP-UHFFFAOYSA-N,NCGC00160444-01,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
6392,NCGC00013287-06,UCAGLBKTLXCODC-UHFFFAOYSA-N,NCGC00013287-06,NS(=O)(=O)c1ccc(C(=O)O)cc1
6393,NCGC00160651-01,RXXXPZYBZLDQKP-UHFFFAOYSA-N,NCGC00160651-01,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1
6394,NCGC00015074-10,BZKPWHYZMXOIDC-UHFFFAOYSA-N,NCGC00015074-10,CC(=O)Nc1nnc(S(N)(=O)=O)s1
6395,NCGC00015149-02,MAEIEVLCKWDQJH-UHFFFAOYSA-N,NCGC00015149-02,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
6396,NCGC00016774-01,ARFHIAQFJWUCFH-UHFFFAOYSA-N,NCGC00016774-01,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1
6397,NCGC00090745-02,KGBXLFKZBHKPEV-UHFFFAOYSA-N,NCGC00090745-02,OB(O)O
6398,NCGC00021569-04,GBXSMTUPTTWBMN-XIRDDKMYSA-N,NCGC00021569-04,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
6399,NCGC00183129-01,LZFZMUMEGBBDTC-CFVMTHIKSA-N,NCGC00183129-01,C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
6400,NCGC00181352-01,BHELIUBJHYAEDK-OAIUPTLZSA-N,NCGC00181352-01,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(O)cc1
6401,NCGC00013225-01,KPGXRSRHYNQIFN-UHFFFAOYSA-N,NCGC00013225-01,O=C(O)CCC(=O)C(=O)O
6402,NCGC00016344-03,KBOPZPXVLCULAV-UHFFFAOYSA-N,NCGC00016344-03,Nc1ccc(O)c(C(=O)O)c1
6403,NCGC00091357-01,PXQPEWDEAKTCGB-UHFFFAOYSA-N,NCGC00091357-01,O=C(O)c1cc(O)nc(O)n1
6404,NCGC00164513-01,GNZCRYWFWKFIDM-UHFFFAOYSA-N,NCGC00164513-01,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1
6405,NCGC00091051-01,ALYNCZNDIQEVRV-UHFFFAOYSA-N,NCGC00091051-01,Nc1ccc(C(=O)O)cc1
6406,NCGC00095792-01,WHSXTWFYRGOBGO-UHFFFAOYSA-N,NCGC00095792-01,Cc1cccc(C(=O)O)c1O
6407,NCGC00091175-01,RWZYAGGXGHYGMB-UHFFFAOYSA-N,NCGC00091175-01,Nc1ccccc1C(=O)O
6408,NCGC00159447-05,YGSDEFSMJLZEOE-UHFFFAOYSA-N,NCGC00159447-05,O=C(O)c1ccccc1O
6409,NCGC00018107-04,NBOMNTLFRHMDEZ-UHFFFAOYSA-N,NCGC00018107-04,O=C(O)c1ccccc1S
6410,NCGC00090954-03,KRKNYBCHXYNGOX-UHFFFAOYSA-N,NCGC00090954-03,O=C(O)CC(O)(CC(=O)O)C(=O)O
6411,NCGC00016660-01,QRZAKQDHEVVFRX-UHFFFAOYSA-N,NCGC00016660-01,O=C(O)Cc1ccc(-c2ccccc2)cc1
6412,NCGC00159422-02,YTGJWQPHMWSCST-UHFFFAOYSA-N,NCGC00159422-02,CC(S)C(=O)NCC(=O)O
6413,NCGC00160350-01,ISSKMEQROMFEHL-UHFFFAOYSA-N,NCGC00160350-01,O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1
6414,NCGC00159434-02,IVQOFBKHQCTVQV-UHFFFAOYSA-N,NCGC00159434-02,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
6415,NCGC00181082-01,XLWCXUMAYITRNU-UHFFFAOYSA-N,NCGC00181082-01,CBr.CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
6416,NCGC00181036-01,OVGORFFCBUIFIA-UHFFFAOYSA-N,NCGC00181036-01,CCCCC(O)c1ccccc1
6417,NCGC00182972-01,NSILVESQCSUIAJ-UHFFFAOYSA-M,NCGC00182972-01,COS(=O)(=O)[O-].C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
6418,NCGC00018230-03,PTVWPYVOOKLBCG-UHFFFAOYSA-N,NCGC00018230-03,OCC(O)CN1CCN(c2ccccc2)CC1
6419,NCGC00015897-02,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,NCGC00015897-02,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
6420,NCGC00095089-01,RFHAOTPXVQNOHP-UHFFFAOYSA-N,NCGC00095089-01,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
6421,NCGC00016351-01,YRCWQPVGYLYSOX-UHFFFAOYSA-N,NCGC00016351-01,CNCC(O)c1ccc(O)cc1
6422,NCGC00160423-01,RDUHXGIIUDVSHR-UHFFFAOYSA-N,NCGC00160423-01,CCCCNCC(O)c1ccc(O)cc1
6423,NCGC00160563-01,ITMSAWKLJVGBIT-UHFFFAOYSA-N,NCGC00160563-01,CCOC(=O)NC(O)C(Cl)(Cl)Cl
6424,NCGC00159484-02,OJYGBLRPYBAHRT-IPQSZEQASA-N,NCGC00159484-02,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
6425,NCGC00166244-01,OJYGBLRPYBAHRT-GVUNPQSCSA-N,NCGC00166244-01,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
6426,NCGC00018140-02,UQRORFVVSGFNRO-UTINFBMNSA-N,NCGC00018140-02,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
6427,NCGC00166295-01,VQHSOMBJVWLPSR-JVCRWLNRSA-N,NCGC00166295-01,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO
6428,NCGC00095043-01,DGQOCLATAPFASR-UHFFFAOYSA-N,NCGC00095043-01,O=C1C(O)=C(O)C(=O)C(O)=C1O
6429,NCGC00016889-01,LZNWYQJJBLGYLT-UHFFFAOYSA-N,NCGC00016889-01,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
6430,NCGC00095109-01,PNVNVHUZROJLTJ-UHFFFAOYSA-N,NCGC00095109-01,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
6431,NCGC00142580-03,RADKZDMFGJYCBB-UHFFFAOYSA-N,NCGC00142580-03,Cc1ncc(CO)c(C=O)c1O
6432,NCGC00164629-01,UMJHTFHIQDEGKB-UHFFFAOYSA-N,NCGC00164629-01,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1
6433,NCGC00095166-01,ZDPIZLCVJAAHHR-UHFFFAOYSA-N,NCGC00095166-01,Cc1nc(C)c(Cl)c(O)c1Cl
6434,NCGC00017245-02,AFSDNFLWKVMVRB-UHFFFAOYSA-N,NCGC00017245-02,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
6435,NCGC00167444-01,PWAUCHMQEXVFJR-PMAPCBKXSA-N,NCGC00167444-01,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1
