,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
264,,,18702619,[],CHEMBL4255094,Inhibition of recombinant full length human GST-tagged ASK1 expressed in baculovirus expression system using STK3 peptide substrate preincubated for 15 mins followed by substrate addition measured after 90 mins in presence of 1 mM ATP by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1ccc(OC)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,,,CHEMBL4251655,Eur J Med Chem,2018.0,"{'bei': '21.85', 'le': '0.41', 'lle': '6.08', 'sei': '7.76'}",CHEMBL4279174,,CHEMBL4279174,8.62,0,http://www.openphacts.org/units/Nanomolar,3106017,=,1,1,=,,IC50,nM,,2.4,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,2.4
266,,,18702623,[],CHEMBL4255094,Inhibition of recombinant full length human GST-tagged ASK1 expressed in baculovirus expression system using STK3 peptide substrate preincubated for 15 mins followed by substrate addition measured after 90 mins in presence of 1 mM ATP by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C)c(S(N)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,,,CHEMBL4251655,Eur J Med Chem,2018.0,"{'bei': '23.23', 'le': '0.46', 'lle': '7.86', 'sei': '7.04'}",CHEMBL4283739,,CHEMBL4283739,10.00,0,http://www.openphacts.org/units/Nanomolar,3106018,=,1,1,=,,IC50,nM,,0.1,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,0.1
268,,,18702667,[],CHEMBL4255094,Inhibition of recombinant full length human GST-tagged ASK1 expressed in baculovirus expression system using STK3 peptide substrate preincubated for 15 mins followed by substrate addition measured after 90 mins in presence of 1 mM ATP by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C)c(C(N)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,,,CHEMBL4251655,Eur J Med Chem,2018.0,"{'bei': '23.77', 'le': '0.44', 'lle': '6.79', 'sei': '7.50'}",CHEMBL4294318,,CHEMBL4294318,9.38,0,http://www.openphacts.org/units/Nanomolar,3106019,=,1,1,=,,IC50,nM,,0.42,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,0.42
270,,,18702710,[],CHEMBL4255094,Inhibition of recombinant full length human GST-tagged ASK1 expressed in baculovirus expression system using STK3 peptide substrate preincubated for 15 mins followed by substrate addition measured after 90 mins in presence of 1 mM ATP by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C)c(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,,,CHEMBL4251655,Eur J Med Chem,2018.0,"{'bei': '19.55', 'le': '0.38', 'lle': '5.51', 'sei': '7.24'}",CHEMBL4289040,,CHEMBL4289040,8.40,0,http://www.openphacts.org/units/Nanomolar,3106020,=,1,1,=,,IC50,nM,,4.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,4.0
272,,,18706605,[],CHEMBL4256097,Inhibition of ASK1 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccc(O)cc3c21,,,CHEMBL4251711,J Nat Prod,2018.0,"{'bei': '18.73', 'le': '0.33', 'lle': '2.23', 'sei': '7.58'}",CHEMBL4284524,,CHEMBL4284524,6.13,0,http://www.openphacts.org/units/Nanomolar,3106813,=,1,1,=,,IC50,nM,,740.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.74
273,,,18706606,[],CHEMBL4256097,Inhibition of ASK1 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c1c1c3cc(O)ccc3[nH]c1c1[nH]c3ccccc3c21,,,CHEMBL4251711,J Nat Prod,2018.0,"{'bei': '16.87', 'le': '0.30', 'lle': '1.62', 'sei': '6.83'}",CHEMBL4294912,,CHEMBL4294912,5.52,0,http://www.openphacts.org/units/Nanomolar,3106814,=,1,1,=,,IC50,nM,,3000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,3.0
274,,,18706607,[],CHEMBL4256097,Inhibition of ASK1 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccc(O)cc3c21,,,CHEMBL4251711,J Nat Prod,2018.0,,CHEMBL4284275,,CHEMBL4284275,,0,http://www.openphacts.org/units/Nanomolar,3106815,>,1,1,>,,IC50,nM,,50000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,50.0
275,,,18706608,[],CHEMBL4256097,Inhibition of ASK1 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H]1C[C@H](n2c3ccccc3c3c4c(c5c6cc(O)ccc6[nH]c5c32)CNC4=O)O[C@@H](C)[C@@H]1O,,,CHEMBL4251711,J Nat Prod,2018.0,,CHEMBL4279758,,CHEMBL4279758,,0,http://www.openphacts.org/units/Nanomolar,3106816,>,1,1,>,,IC50,nM,,50000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,50.0
276,,,18706609,[],CHEMBL4256097,Inhibition of ASK1 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H]1C[C@H](n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)O[C@@H](C)[C@@H]1O,,,CHEMBL4251711,J Nat Prod,2018.0,"{'bei': '10.42', 'le': '0.19', 'lle': '1.64', 'sei': '4.04'}",CHEMBL4287662,,CHEMBL4287662,5.19,0,http://www.openphacts.org/units/Nanomolar,3106817,=,1,1,=,,IC50,nM,,6400.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,6.4
277,,,18706610,[],CHEMBL4256097,Inhibition of ASK1 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1O[C@@H](n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)C[C@@H](N)[C@H]1O,,,CHEMBL4251711,J Nat Prod,2018.0,"{'bei': '13.05', 'le': '0.24', 'lle': '2.59', 'sei': '4.75'}",CHEMBL4288105,,CHEMBL4288105,5.96,0,http://www.openphacts.org/units/Nanomolar,3106818,=,1,1,=,,IC50,nM,,1100.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,1.1
278,,,18706611,[],CHEMBL4256097,Inhibition of ASK1 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@H]1C[C@H]2O[C@@](C)([C@@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL4251711,J Nat Prod,2018.0,"{'bei': '12.72', 'le': '0.23', 'lle': '2.49', 'sei': '6.27'}",CHEMBL4277459,,CHEMBL4277459,6.11,0,http://www.openphacts.org/units/Nanomolar,3106819,=,1,1,=,,IC50,nM,,770.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,0.77
279,,,18706612,[],CHEMBL4256097,Inhibition of ASK1 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1O[C@@H]2C[C@](O)([C@H]1O)n1c3ccccc3c3c4c(c5c6cc(O)ccc6n2c5c31)C(=O)NC4,,,CHEMBL4251711,J Nat Prod,2018.0,"{'bei': '11.83', 'le': '0.22', 'lle': '2.21', 'sei': '4.95'}",CHEMBL4291517,,CHEMBL4291517,5.39,0,http://www.openphacts.org/units/Nanomolar,3106820,=,1,1,=,,IC50,nM,,4100.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,4.1
280,,,18706613,[],CHEMBL4256097,Inhibition of ASK1 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1O[C@@H]2C[C@](O)([C@H]1O)n1c3ccccc3c3c4c(c5c6cc(O)ccc6n2c5c31)C(=O)NC4,,,CHEMBL4251711,J Nat Prod,2018.0,,CHEMBL4280872,,CHEMBL4280872,,0,http://www.openphacts.org/units/Nanomolar,3106821,>,1,1,>,,IC50,nM,,50000.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,50.0
282,,,18924235,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nncc(Oc3ccc(NC(=O)c4cn(C(C)C)c5ccccc5c4=O)cc3)c2cc1OC,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '15.17', 'le': '0.28', 'lle': '2.15', 'sei': '7.41'}",CHEMBL4466569,,CHEMBL4466569,7.75,0,http://www.openphacts.org/units/Nanomolar,3157084,=,1,1,=,,IC50,nM,,18.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,18.0
283,,,18924236,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc(NC(=O)c4cn(C(C)C)c5ccccc5c4=O)cc3)c2cc1OC,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '15.79', 'le': '0.29', 'lle': '1.86', 'sei': '8.78'}",CHEMBL4449840,,CHEMBL4449840,8.05,0,http://www.openphacts.org/units/Nanomolar,3157085,=,1,1,=,,IC50,nM,,9.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,9.0
286,,,18924239,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccccc2F)n1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '21.88', 'le': '0.41', 'lle': '3.81', 'sei': '9.79'}",CHEMBL4451125,,CHEMBL4451125,7.12,0,http://www.openphacts.org/units/Nanomolar,3157088,=,1,1,=,,IC50,nM,,76.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,76.0
287,,,18924240,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2cccc(n2)-c2nncn2CCCOc2ccccc21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '21.14', 'le': '0.39', 'lle': '4.42', 'sei': '8.29'}",CHEMBL4470285,,CHEMBL4470285,6.79,0,http://www.openphacts.org/units/Nanomolar,3157090,=,1,1,=,,IC50,nM,,161.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,161.0
288,,,18924241,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccccc21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '23.73', 'le': '0.43', 'lle': '5.19', 'sei': '9.71'}",CHEMBL4561768,,CHEMBL4561768,7.96,0,http://www.openphacts.org/units/Nanomolar,3157091,=,1,1,=,,IC50,nM,,11.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,11.0
289,,,18924242,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '22.04', 'le': '0.40', 'lle': '4.54', 'sei': '9.40'}",CHEMBL4447729,,CHEMBL4447729,7.70,0,http://www.openphacts.org/units/Nanomolar,3157092,=,1,1,=,,IC50,nM,,20.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,20.0
290,,,18924243,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1C(=O)Nc1cccc(-c2nncn2C)n1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '22.75', 'le': '0.42', 'lle': '4.90', 'sei': '8.59'}",CHEMBL4521694,,CHEMBL4521694,7.04,0,http://www.openphacts.org/units/Nanomolar,3157093,=,1,1,=,,IC50,nM,,92.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,92.0
291,,,18924244,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '24.04', 'le': '0.44', 'lle': '5.07', 'sei': '10.25'}",CHEMBL4514925,,CHEMBL4514925,8.40,0,http://www.openphacts.org/units/Nanomolar,3157094,=,1,1,=,,IC50,nM,,4.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,4.0
292,,,18924245,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '18.48', 'le': '0.34', 'lle': '3.13', 'sei': '7.88'}",CHEMBL4537756,,CHEMBL4537756,6.46,0,http://www.openphacts.org/units/Nanomolar,3157095,=,1,1,=,,IC50,nM,,350.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,350.0
293,,,18924246,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn2C1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '22.48', 'le': '0.41', 'lle': '4.84', 'sei': '9.59'}",CHEMBL4462230,,CHEMBL4462230,7.85,0,http://www.openphacts.org/units/Nanomolar,3157096,=,1,1,=,,IC50,nM,,14.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,14.0
294,,,18924247,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2OC1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '22.57', 'le': '0.41', 'lle': '4.88', 'sei': '9.63'}",CHEMBL4442116,,CHEMBL4442116,7.89,0,http://www.openphacts.org/units/Nanomolar,3157097,=,1,1,=,,IC50,nM,,13.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,13.0
295,,,18924248,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1CCCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2O1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '19.41', 'le': '0.36', 'lle': '3.63', 'sei': '8.28'}",CHEMBL4565615,,CHEMBL4565615,6.78,0,http://www.openphacts.org/units/Nanomolar,3157098,=,1,1,=,,IC50,nM,,165.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,165.0
296,,,18924249,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(F)cc21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '21.99', 'le': '0.41', 'lle': '4.87', 'sei': '9.48'}",CHEMBL4469413,,CHEMBL4469413,7.77,0,http://www.openphacts.org/units/Nanomolar,3157099,=,1,1,=,,IC50,nM,,17.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,17.0
297,,,18924250,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2cc(F)ccc21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '22.91', 'le': '0.43', 'lle': '5.20', 'sei': '9.88'}",CHEMBL4590290,,CHEMBL4590290,8.10,0,http://www.openphacts.org/units/Nanomolar,3157100,=,1,1,=,,IC50,nM,,8.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,8.0
298,,,18924251,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1CCCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '22.20', 'le': '0.41', 'lle': '4.68', 'sei': '9.95'}",CHEMBL4562269,,CHEMBL4562269,8.15,0,http://www.openphacts.org/units/Nanomolar,3157101,=,1,1,=,,IC50,nM,,7.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,7.0
299,,,18924252,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn2C1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '22.04', 'le': '0.41', 'lle': '4.95', 'sei': '9.88'}",CHEMBL4542440,,CHEMBL4542440,8.10,0,http://www.openphacts.org/units/Nanomolar,3157102,=,1,1,=,,IC50,nM,,8.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,8.0
300,,,18924253,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(Br)cc21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '18.13', 'le': '0.39', 'lle': '3.98', 'sei': '9.16'}",CHEMBL4590759,,CHEMBL4590759,7.51,0,http://www.openphacts.org/units/Nanomolar,3157103,=,1,1,=,,IC50,nM,,31.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,31.0
301,,,18924254,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CCOCC3)cc21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '19.26', 'le': '0.36', 'lle': '5.50', 'sei': '8.58'}",CHEMBL4548492,,CHEMBL4548492,8.10,0,http://www.openphacts.org/units/Nanomolar,3157104,=,1,1,=,,IC50,nM,,8.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,8.0
302,,,18924255,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CC4(COC4)C3)cc21,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '17.46', 'le': '0.32', 'lle': '4.95', 'sei': '8.00'}",CHEMBL4544934,,CHEMBL4544934,7.55,0,http://www.openphacts.org/units/Nanomolar,3157105,=,1,1,=,,IC50,nM,,28.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,28.0
303,,,18924256,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccc2c(c1)C(=O)Nc1cccc(n1)-c1nncn1CCCCO2,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '19.58', 'le': '0.38', 'lle': '5.93', 'sei': '6.98'}",CHEMBL4473364,,CHEMBL4473364,8.10,0,http://www.openphacts.org/units/Nanomolar,3157106,=,1,1,=,,IC50,nM,,8.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,8.0
304,,,18924257,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cn(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '20.21', 'le': '0.37', 'lle': '5.14', 'sei': '8.42'}",CHEMBL4569388,,CHEMBL4569388,8.40,0,http://www.openphacts.org/units/Nanomolar,3157107,=,1,1,=,,IC50,nM,,4.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,4.0
305,,,18924258,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '19.98', 'le': '0.37', 'lle': '5.13', 'sei': '8.32'}",CHEMBL4475667,,CHEMBL4475667,8.30,0,http://www.openphacts.org/units/Nanomolar,3157108,=,1,1,=,,IC50,nM,,5.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,5.0
306,,,18924259,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '17.40', 'le': '0.32', 'lle': '5.03', 'sei': '7.98'}",CHEMBL4456722,,CHEMBL4456722,8.22,0,http://www.openphacts.org/units/Nanomolar,3157109,=,1,1,=,,IC50,nM,,6.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,6.0
307,,,18924260,[],CHEMBL4324209,Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1CCOc2cc(F)c(-c3cnn(CCN(C)C)c3)cc2C(=O)Nc2cccc(n2)-c2nncn2C1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '16.05', 'le': '0.30', 'lle': '4.52', 'sei': '7.86'}",CHEMBL4591648,,CHEMBL4591648,8.10,0,http://www.openphacts.org/units/Nanomolar,3157110,=,1,1,=,,IC50,nM,,8.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,8.0
313,,,18924266,[],CHEMBL4324210,Inhibition of V5 tagged human ASK1 expressed in HEK-293T cells assessed as reduction in T838 autophosphorylation incubated for 1 hr,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,,,CHEMBL4321844,J Med Chem,2019.0,"{'bei': '19.34', 'le': '0.36', 'lle': '3.34', 'sei': '7.96'}",CHEMBL4551282,,CHEMBL4551282,6.52,0,http://www.openphacts.org/units/Nanomolar,3157089,=,1,1,=,,IC50,nM,,299.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,299.0
